ko,IT1,IT10,IT11,IT12,IT13,IT14,IT15,IT16,IT17,IT18,IT19,IT-C1,IT-H1,IT2,IT21,IT22,IT23,IT24,IT25,IT26,IT27,IT28,IT29,IT-C2,IT-H2,IT3,IT-C3,IT-H3,IT-C4,IT-H4,IT5,IT-C5,IT-H5,IT6,IT-C6,IT-H6,IT7,IT8,IT9,ST1,ST10,ST11,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST19,ST-C1,ST-H1,ST2,ST20,ST21,ST22,ST23,ST24,ST25,ST26,ST27,ST28,ST29,ST-C2,ST-H2,ST3,ST30,ST-C3,ST-H3,ST4,ST-C4,ST-H4,ST5,ST-C5,ST-H5,ST6,ST-C6,ST-H6,ST7,ST8,ST9
K07391,2,7,1,2,0,0,0,4,1,6,0,0,4,8,2,27,152,24,4,5,16,1,3,0,0,9,0,8,0,0,2,16,4,2,6,3,1,3,4,41,9,45,22,32,12,22,100,34,3,11,21,16,23,4,20,22,2,90,170,119,178,0,11,2,4,37,79,374,0,40,11,12,14,24,40,0,4,34,5,1,4
K07392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
K07393,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
K07394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K07396,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0
K07397,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,6,0,0,1,0,2,0,0,0,0,6,7,0,0,9,0,0,0,0,8,3,13,0,11,0,1,38,9,0,2,9,16,4,0,9,1,0,34,46,44,67,0,4,0,3,15,20,106,4,14,5,0,6,0,12,0,0,0,0,0,0
K07399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,4,2,0,0,4,0,0,0
K07400,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23,0,11,0,5,40,17,0,0,0,8,8,0,4,4,0,3,89,61,58,0,0,0,0,18,54,1,0,5,2,2,2,0,3,0,0,0,0,0,0
K07401,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,13,0,0,0,1,1,8,9,2,0,0,0,0,0
K07402,0,1,0,1,0,0,0,0,0,0,2,0,8,0,2,3,79,17,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,3,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,83,0,0,2,0,0,0,3,0,0,0,0,0,0
K07403,4,4,0,0,0,14,0,0,1,0,0,0,0,0,0,11,17,17,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,18,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,75,0,0,0,0,0,0,11,0,0,250,0,0,6,0,0,0,6,0,0,2,0,0,0
K07404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2,0,0,0,0,0,0,5,0,0,1,0,0,2,0,0,0,46,0,0,8,2,11,0,8,0,0,37,0,0,2,0,0,0,2,1,0,0,0,0,0
K07405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,72,0,0,2,0,0,0,0,0,0,39,0,0,0,0,0,0,2,0,0,0,0,0,0
K07406,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,6,0,0,0,0,0,0,2,0,0,0
K07407,0,14,2,0,1,2,14,4,3,8,0,0,4,4,0,15,2,0,5,0,0,2,0,0,0,1,0,0,0,0,10,8,0,6,2,0,2,0,0,55,16,108,2,94,5,14,297,143,2,4,11,32,45,2,86,34,8,19,458,286,524,0,9,12,0,82,186,150,2,117,2,5,61,9,21,2,0,0,6,0,0
K07427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07443,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,11,0,0,43,9,0,0,0,6,4,0,6,3,3,25,46,25,43,0,0,0,1,12,24,32,0,7,0,0,0,0,1,0,0,14,0,0,0
K07444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,2,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,3,0,0,0,6,0,0,223,0,0,3,0,0,0,18,0,0,1,0,0,0
K07445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
K07447,0,0,0,0,0,0,2,1,0,2,0,0,4,0,2,22,44,5,1,0,0,2,0,0,3,1,0,0,0,2,0,6,1,0,2,2,0,0,7,252,4,10,0,21,2,2,34,12,0,1,0,1,8,2,6,13,0,27,39,38,49,0,0,2,4,28,29,142,14,12,3,2,4,0,7,4,0,0,0,0,1
K07448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,6,0,14,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0
K07451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,2,0,0,6,0,0,0,0,0,0
K07452,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6,6,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,7,0,0,0,0,0,0,0,2,25,0,7,3,0,56,14,0,0,10,12,4,0,5,2,1,181,58,61,78,0,0,4,0,21,31,635,0,10,8,2,6,4,5,0,0,10,0,0,0
K07454,0,0,7,2,3,0,2,0,0,2,0,0,2,0,0,8,89,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,19,5,0,7,0,15,0,2,32,14,0,0,4,7,2,0,8,5,2,0,22,35,62,0,0,6,1,12,19,83,0,19,0,6,5,0,4,0,0,14,0,0,0
K07455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07456,0,2,0,0,0,5,0,2,0,0,2,0,0,0,8,15,15,30,3,0,21,0,0,0,0,1,0,0,0,6,1,25,17,1,20,7,0,2,15,14,0,0,0,2,0,0,2,0,0,0,0,2,4,0,0,4,1,105,0,0,4,0,0,0,24,0,1,743,5,0,19,0,0,0,9,2,8,55,0,0,0
K07457,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0
K07458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,8,0,4,0,0,27,19,0,0,8,0,4,0,10,2,0,8,27,20,60,0,0,0,0,7,17,31,0,11,2,4,0,2,0,0,0,0,0,0,0
K07459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,2,14,0,0,66,33,0,0,25,16,0,0,21,1,0,0,107,92,167,0,0,0,0,26,63,239,0,47,0,0,13,1,4,0,0,3,0,0,0
K07460,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,18,47,3,0,0,4,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,4,1,0,12,6,14,2,14,0,2,36,12,2,0,1,4,6,0,13,4,1,31,50,46,64,0,0,0,1,14,17,173,0,18,0,0,11,9,3,0,0,0,0,0,0
K07461,0,8,2,0,2,0,1,0,0,0,0,0,0,0,0,8,46,5,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,3,0,12,0,4,0,0,33,13,0,0,0,8,6,0,0,2,0,8,28,28,46,0,0,0,22,3,14,122,2,7,7,0,9,2,7,0,0,0,0,0,0
K07462,0,5,0,2,0,5,0,0,0,6,2,0,0,0,0,34,161,15,2,0,0,2,0,0,0,0,0,0,0,0,9,24,0,0,16,0,0,0,0,29,2,67,0,37,2,4,107,58,2,2,11,26,17,0,42,28,8,87,165,138,243,0,2,6,8,55,79,525,0,46,10,6,23,15,16,0,0,49,2,0,0
K07464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,77,0,0,2,0,0,0,2,0,0,0,0,0,0
K07469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
K07473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
K07474,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
K07475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
K07477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07478,0,0,3,6,1,10,6,3,0,3,2,2,0,7,2,6,102,36,2,0,4,0,3,0,6,1,7,0,2,2,10,11,7,4,9,8,0,1,3,49,8,46,0,31,0,7,128,46,0,2,4,24,17,2,34,12,2,42,146,113,168,1,0,0,27,36,74,463,2,33,2,0,19,13,13,0,0,4,2,0,0
K07480,19,30,20,26,35,20,27,27,28,13,14,10,11,27,27,24,21,58,14,6,10,18,14,29,10,37,14,12,12,22,13,13,30,20,4,14,30,20,14,137,77,381,111,272,32,67,699,338,25,48,93,122,173,16,310,103,75,109,1188,972,1414,115,35,13,14,283,557,26,38,404,79,52,147,58,86,8,0,110,8,94,116
K07481,2,6,2,12,0,2,0,4,5,0,0,0,2,4,1,3,179,9,8,0,4,0,0,4,0,7,0,2,1,3,0,129,4,2,187,45,2,3,12,86,0,0,0,1,2,2,0,0,0,0,6,8,49,1,1,6,6,6,0,17,0,8,0,2,11,0,0,1706,38,3,20,4,0,4,169,0,0,6,1,0,1
K07482,0,0,0,0,0,1,0,8,6,0,0,0,6,0,0,837,128,43,0,0,11,0,2,6,14,25,0,0,0,30,2,24,0,0,48,10,2,4,8,16031,0,5,0,5,0,0,11,9,0,1,0,0,0,0,5,388,7,106,13,5,20,1,0,0,0,13,16,41,0,5,5,0,6,28,37,0,0,8,0,0,0
K07483,1,7,3,2,2,5,6,1,4,3,2,0,1,8,2,130,45,66,7,0,9,2,6,0,2,5,8,0,0,0,11,21,0,3,1,4,2,0,43,100,9,61,1,34,0,7,143,70,0,4,21,12,35,4,60,45,14,288,223,220,341,2,7,0,8,57,126,458,4,74,6,8,30,14,31,0,0,5,4,0,0
K07484,1,14,14,17,3,7,4,7,3,15,2,2,30,3,6,8,270,252,18,0,0,7,4,0,3,31,0,3,0,5,19,23,1,8,13,0,6,0,260,122,58,270,7,206,7,39,721,339,2,7,59,148,130,4,229,121,59,31,972,864,1197,7,14,7,14,239,479,1506,31,334,39,16,126,48,152,2,0,30,7,0,4
K07485,8,38,46,36,25,78,22,14,14,46,26,2,17,8,13,34,136,37,64,13,0,23,14,4,14,45,8,1,0,32,14,6,0,32,0,4,30,10,9,127,48,286,4,194,9,19,793,300,3,5,79,154,99,2,225,95,58,38,1095,904,1279,4,22,4,8,269,527,129,5,298,12,14,127,84,53,2,2,0,4,0,14
K07486,2,8,2,8,4,2,4,2,2,7,4,0,3,3,1,151,144,127,11,0,35,0,6,2,6,18,10,2,0,2,23,22,0,4,13,2,2,0,180,121,28,139,4,140,2,34,421,176,0,5,66,62,101,4,83,87,31,25,620,421,722,2,9,6,16,190,322,533,1,188,8,9,75,21,37,2,4,13,6,1,1
K07487,1,4,2,10,1,2,4,8,7,2,3,0,0,11,0,6,21,21,2,0,25,4,14,0,8,3,0,0,0,0,48,16,0,8,60,23,0,2,125,23,10,115,6,75,1,8,339,105,0,4,41,23,43,2,62,36,8,15,342,289,426,33,12,4,24,90,199,760,2,127,14,7,47,7,129,0,2,22,0,0,3
K07488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,10,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,7,0,0,0,2,0,4,1,1,0,10,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0
K07491,10,11,7,6,0,5,2,2,1,8,6,2,0,5,4,26,268,20,7,1,6,2,18,8,0,1,5,0,0,2,10,22,10,0,2,2,2,6,10,127,49,219,8,142,2,32,828,240,7,8,70,115,84,15,182,86,15,30,897,728,1229,0,12,2,57,257,427,807,9,254,47,29,99,54,146,6,4,54,5,0,6
K07492,8,19,4,25,3,5,1,23,3,3,14,0,4,3,3,5,125,75,2,8,6,5,24,0,8,0,0,1,0,3,64,34,51,8,6,6,3,6,103,48,11,121,8,78,4,12,269,125,2,5,32,52,46,5,81,30,7,29,387,351,556,8,5,6,9,147,211,214,0,123,12,10,36,16,49,2,6,67,0,0,1
K07493,2,0,0,0,0,0,0,2,0,4,3,1,1,0,0,44,92,25,0,0,162,0,0,0,0,4,0,0,6,0,2,18,0,0,39,15,0,0,12,27,0,1,3,0,0,4,0,0,0,0,5,0,19,0,2,25,1,1,0,11,0,0,2,4,146,1,0,835,0,4,21,0,0,5,50,0,2,16,0,0,1
K07494,0,0,0,10,0,4,0,2,2,6,0,0,0,0,9,3,175,98,3,0,20,0,10,0,0,5,0,0,0,0,17,0,0,2,0,0,0,0,21,57,0,15,0,6,0,0,23,23,1,2,2,15,0,0,5,26,0,0,53,40,60,6,0,0,4,2,24,94,0,15,0,14,1,7,21,0,0,0,1,0,2
K07495,10,0,2,0,0,0,0,4,0,4,0,0,0,0,1,75,26,34,4,6,12,0,0,0,0,8,0,0,0,0,12,3,0,5,28,0,0,0,15,9,6,193,2,130,4,0,469,203,5,0,60,60,99,6,123,6,6,2,849,585,980,3,5,0,11,203,458,553,10,212,8,9,55,41,87,0,0,0,2,0,4
K07496,2,0,0,14,0,0,5,3,0,5,0,0,0,2,0,6,7,22,2,4,0,0,0,0,1,8,0,2,0,34,1,9,11,9,2,1,0,1,246,76,12,87,24,54,7,10,1375,45,0,0,26,46,14,1,104,129,2,5,191,201,427,2,7,0,9,32,153,36,0,186,0,18,28,14,47,0,0,304,3,0,0
K07497,23,45,24,11,5,14,6,23,21,7,10,0,14,4,24,814,380,346,30,3,119,1,42,4,4,82,2,4,12,8,25,92,3,6,41,13,6,8,123,7085,33,152,2,66,7,28,342,136,2,5,33,71,67,3,79,307,29,685,511,407,674,27,22,2,125,109,273,1759,23,154,0,4,58,14,151,2,1,40,4,3,6
K07498,0,0,2,0,0,0,1,4,0,4,0,0,0,0,0,0,7,2,0,0,0,0,2,0,0,3,0,1,0,5,0,0,0,0,0,2,2,2,0,28,7,39,0,21,2,2,78,51,0,1,6,6,11,0,29,19,3,9,119,92,173,0,2,0,0,41,77,0,0,39,4,4,14,5,10,7,0,0,0,0,0
K07499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,48,0,0,2,0,0,0,0,0,0,7,0,0,0
K07502,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,2,0,0,0,0,0,0
K07503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,8,0,0,0,1,0,0,0,0,0,0
K07504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,2,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2,0,0,0
K07506,0,0,0,0,2,6,0,0,0,0,4,0,7,0,0,39,2,8,1,0,11,0,0,0,0,0,0,2,0,6,2,19,0,0,72,6,0,2,0,11,4,35,0,19,0,0,62,34,0,2,7,12,14,1,20,8,3,3,82,86,130,0,4,0,18,22,34,1231,4,29,14,0,8,6,11,0,0,54,2,0,0
K07507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
K07509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
K07511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07516,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,129,0,0,0,2,0,3,0,0,0,0,2,0,16,3,11,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,2,0,15,18,0,0,20,0,0,0
K07533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
K07535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
K07538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
K07545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07552,1,2,2,0,11,6,0,0,0,4,2,0,0,0,2,10,255,24,2,0,0,0,0,0,0,16,0,0,0,2,2,12,0,0,12,7,4,0,0,37,6,73,2,63,0,5,169,100,2,5,16,28,46,2,51,30,12,24,253,199,274,0,7,0,15,71,106,346,9,70,8,2,37,13,23,2,0,0,0,0,0
K07556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07559,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
K07560,0,4,0,0,0,4,0,3,0,0,1,0,0,0,0,18,3,27,2,0,4,2,0,0,0,0,0,0,0,0,2,2,0,2,2,3,0,2,0,8,0,11,1,9,0,4,42,19,1,0,0,14,10,2,15,6,1,23,52,56,71,0,2,0,0,15,36,164,0,14,1,3,16,0,2,0,0,1,0,0,0
K07566,1,0,0,0,3,0,2,2,1,0,2,0,0,0,0,6,85,11,4,0,0,0,0,0,0,0,2,0,0,0,2,1,2,0,2,0,0,0,5,313,12,36,2,33,2,3,78,47,0,3,9,14,12,2,26,19,4,39,126,125,145,1,8,0,2,39,57,196,0,61,0,7,10,6,14,0,1,28,0,0,2
K07568,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,14,27,16,2,0,0,0,0,0,0,4,0,0,0,4,8,16,0,0,21,4,0,0,0,18,8,34,0,19,0,8,85,32,0,0,16,16,6,0,13,6,0,129,107,100,124,0,0,0,8,23,82,303,2,16,4,2,13,10,16,0,0,76,0,0,2
